bbox,centroid_zyx,cube_size,edema_vox,embedding,embedding_type,enhancing_vox,et_pct,et_vox,id,lesion_type,modality,ncr_net_vox,patient_id,pct,region,shape_4ch,source_file,split,tc_pct,tc_vox,tumor_volume_voxels,type,voxels,wt_vox
,,"[64, 64, 64]",,,,,,,mri968,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_162.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri974,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_163.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri980,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_164.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri986,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_165.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri992,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_166.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri998,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_167.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1004,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_168.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1010,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_169.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1016,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_170.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1022,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_171.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1028,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_172.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1034,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_173.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1040,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_174.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1046,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_175.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1052,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_176.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1058,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_177.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1064,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_178.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1070,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_179.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1076,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_180.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1082,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_181.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1088,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_182.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1094,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_183.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1100,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_184.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1106,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_185.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1112,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_186.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1118,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_187.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1124,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_188.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1130,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_189.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1136,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_190.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1142,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_191.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1148,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_192.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1154,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_193.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1160,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_194.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1166,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_195.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1172,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_196.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1178,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_197.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1184,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_198.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1190,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_199.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1196,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_200.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1202,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_201.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1208,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_202.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1214,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_203.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1220,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_204.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1226,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_205.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1232,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_206.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1238,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_207.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1244,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_208.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1250,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_209.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1256,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_210.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1262,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_211.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1268,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_212.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1274,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_213.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1280,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_214.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1286,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_215.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1292,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_216.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1298,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_217.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1304,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_218.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1310,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_219.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1316,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_220.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1322,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_221.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1328,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_222.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1334,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_223.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1340,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_224.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1346,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_225.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1352,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_226.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1358,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_227.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1364,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_228.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1370,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_229.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1376,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_230.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1382,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_231.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1388,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_232.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1394,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_233.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1400,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_234.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1406,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_235.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1412,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_236.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1418,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_237.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1424,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_238.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1430,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_239.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1436,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_240.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1442,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_241.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1448,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_242.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1454,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_243.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1460,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_244.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1466,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_245.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1472,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_246.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1478,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_247.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1484,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_248.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1490,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_249.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1496,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_250.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1502,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_251.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1508,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_252.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1514,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_253.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1520,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_254.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1526,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_255.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1532,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_256.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1538,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_257.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1544,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_258.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1550,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_259.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1556,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_260.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1562,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_261.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1568,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_262.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1574,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_263.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1580,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_264.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1586,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_265.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1592,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_266.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1598,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_267.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1604,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_268.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1610,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_269.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1616,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_270.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1622,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_271.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1628,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_272.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1634,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_273.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1640,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_274.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1646,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_275.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1652,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_276.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1658,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_277.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1664,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_278.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1670,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_279.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1676,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_280.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1682,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_281.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1688,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_282.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1694,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_283.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1700,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_284.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1706,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_285.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1712,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_286.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1718,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_287.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1724,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_288.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1730,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_289.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1736,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_290.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1742,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_291.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1748,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_292.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1754,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_293.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1760,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_294.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1766,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_295.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1772,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_296.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1778,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_297.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1784,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_298.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1790,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_299.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1796,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_300.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1802,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_301.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1808,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_302.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1814,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_303.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1820,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_304.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1826,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_305.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1832,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_306.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1838,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_307.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1844,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_308.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1850,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_309.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1856,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_310.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1862,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_311.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1868,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_312.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1874,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_313.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1880,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_314.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1886,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_315.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1892,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_316.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1898,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_317.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1904,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_318.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1910,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_319.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1916,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_320.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1922,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_321.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri1928,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_322.pt,,,,,MRIVolume,,
